Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Years_Operating,Outlet_Age_Category,Item_Category_Code,Item_Numeric_ID,Price_per_Weight_Ratio,High_Value_Item,Has_Zero_Visibility,Item_Visibility_Corrected,MRP_Price_Segment,Weight_Category,Store_Avg_Sales,Store_Sales_Std,Store_Product_Count,Store_Median_Sales,Store_Min_Sales,Store_Max_Sales,Store_Sales_Range,Market_Segment,Outlet_Item_Interaction,Size_Location_Interaction,Visibility_Type_Ratio,MRP_Type_Ratio
NCT30,9.1,0,0.080417724,9,48.8718,OUT049,1999,1,0,1,425.4462,14,0,2,0,5.370527472527473,0,0,0.080417724,0,2,2348.3546346236562,1513.2894635254877,930,1966.1074,111.8544,7646.0472,7534.1928,0,25,1,1.2727173166380379,0.3285797349358565
NCG42,19.2,0,0.041227831,9,129.831,OUT046,1997,2,0,1,1947.465,16,1,2,0,6.76203125,0,0,0.041227831,4,3,2277.8442668817206,1488.405630940313,930,1945.8004999999998,101.8674,9779.9362,9678.068800000001,2,25,3,0.6524851964366278,0.8728926613396107
FDB14,20.25,1,0.102226474,3,91.312,OUT027,1985,1,2,3,3075.996,28,1,1,0,4.509234567901235,0,0,0.102226474,1,3,3694.0385576470585,2127.7600537615554,935,3364.9532,241.6854,13086.9648,12845.2794,2,51,2,1.4235459213761001,0.6587172374495014
FDO27,6.175,1,0.178210285,10,95.7752,OUT027,1985,1,2,3,3930.8832,28,1,1,0,15.510153846153846,0,0,0.178210285,1,1,3694.0385576470585,2127.7600537615554,935,3364.9532,241.6854,13086.9648,12845.2794,2,58,2,2.795852836778724,0.6826888648102528
FDC14,14.5,1,0.06904249,3,41.4454,OUT010,1998,2,2,0,41.9454,15,0,1,0,2.858303448275862,0,0,0.06904249,0,0,339.351661981982,271.0148547350674,555,250.3408,33.29,1775.6886,1742.3986,0,3,5,0.9614452225081164,0.29898369757523174
FDB49,8.3,1,0.052791124,0,98.5384,OUT019,1985,2,0,0,591.2304,28,1,1,0,11.872096385542168,0,0,0.052791124,1,1,340.3297227272727,249.97944948330021,528,265.3213,33.9558,1482.0708,1448.115,2,0,3,0.7202358353152131,0.7731034271626542
FDZ23,17.75,1,0.067607749,0,188.024,OUT049,1999,1,0,1,2796.36,14,0,1,0,10.592901408450704,1,0,0.067607749,3,3,2348.3546346236562,1513.2894635254877,930,1966.1074,111.8544,7646.0472,7534.1928,2,16,1,0.9223808830968678,1.4751812368460508
FDJ52,7.145,0,0.017887474,5,160.6578,OUT017,2007,2,1,1,1765.0358,6,2,1,0,22.485346396081177,0,0,0.017887474,3,1,2340.67526349892,1550.7780254644128,926,2005.0567,143.8128,9664.7528,9520.94,2,21,4,0.2490961626159781,1.177261510822838
FDJ56,8.985,0,0.184440421,6,99.67,OUT017,2007,2,1,1,3295.71,6,2,1,0,11.092932665553702,0,0,0.184440421,1,2,2340.67526349892,1550.7780254644128,926,2005.0567,143.8128,9664.7528,9520.94,2,22,4,2.516082951352543,0.6906935118867116
NCR54,16.35,0,0.091074449,9,196.811,OUT017,2007,2,1,1,3338.987,6,2,2,0,12.03737003058104,1,0,0.091074449,2,0,2340.67526349892,1550.7780254644128,926,2005.0567,143.8128,9664.7528,9520.94,1,25,4,1.4413741471415908,1.3232192432540004
DRF01,5.655,0,0.0,14,147.5102,OUT046,1997,2,0,1,1166.4816,16,1,0,0,26.08491600353669,0,1,0.06990595905899705,4,1,2277.8442668817206,1488.405630940313,930,1945.8004999999998,101.8674,9779.9362,9678.068800000001,2,30,3,1.0,1.08941019919971
DRK12,9.5,0,0.041951439,14,32.49,OUT049,1999,1,0,1,865.54,14,0,0,0,3.4200000000000004,0,0,0.041951439,0,2,2348.3546346236562,1513.2894635254877,930,1966.1074,111.8544,7646.0472,7534.1928,0,30,1,0.6001124877579483,0.23994908400909618
FDL58,5.78,1,0.074087369,13,264.9568,OUT013,1987,0,2,1,6855.0768,26,1,1,0,45.84027681660899,1,0,0.074087369,2,1,2298.995255579399,1533.5316639442303,932,2050.664,73.238,10256.649,10183.411,2,29,0,1.0364711995449776,1.8090689626585452
FDD44,8.05,1,0.0,6,257.5646,OUT013,1987,0,2,1,5153.292,26,1,1,0,31.995602484472045,1,1,0.07330458675889538,2,1,2298.995255579399,1533.5316639442303,932,2050.664,73.238,10256.649,10183.411,2,22,0,1.0000000000000002,1.7848720589113685
FDT50,6.75,1,0.108679906,4,95.6752,OUT018,2009,1,2,2,1246.3776,4,2,1,0,14.174103703703704,0,0,0.108679906,1,1,1995.498739224138,1375.9328887730178,928,1655.1788,69.2432,6768.5228,6699.2796,2,36,2,1.4350911955280203,0.6498305492844239
DRM23,16.6,0,0.136500981,7,173.3422,OUT017,2007,2,1,1,4138.6128,6,2,0,0,10.442301204819275,0,0,0.136500981,3,0,2340.67526349892,1550.7780254644128,926,2005.0567,143.8128,9664.7528,9520.94,2,23,4,1.9395445488965928,1.2625526125321294
NCM31,6.095,0,0.081361288,11,141.9154,OUT045,2002,2,1,1,2694.4926,11,0,2,0,23.283904840032815,0,0,0.081361288,4,1,2192.384797631862,1462.3996581632011,929,1834.9448,99.87,8994.958,8895.088,2,27,4,1.324963293012549,1.0610890125031385
FDY21,15.1,0,0.0,13,197.211,OUT010,1998,2,2,0,196.411,15,0,1,0,13.060331125827815,1,1,0.0714803933119658,2,0,339.351661981982,271.0148547350674,555,250.3408,33.29,1775.6886,1742.3986,1,13,5,0.9999999999999998,1.34651497600686
FDR22,19.35,1,0.018591464,13,112.9544,OUT049,1999,1,0,1,1342.2528,14,0,1,0,5.83743669250646,0,0,0.018591464,1,3,2348.3546346236562,1513.2894635254877,930,1966.1074,111.8544,7646.0472,7534.1928,2,29,1,0.2600917977445962,0.7712287408200824
NCV06,11.3,0,0.066952965,9,192.0478,OUT018,2009,1,2,2,3099.9648,4,2,2,0,16.99538053097345,1,0,0.066952965,3,2,1995.498739224138,1375.9328887730178,928,1655.1788,69.2432,6768.5228,6699.2796,2,41,2,1.0596196176325567,1.2911948243980043
FDR45,10.8,0,0.029107004,13,240.5222,OUT017,2007,2,1,1,4541.4218,6,2,1,0,22.270574074074073,1,0,0.029107004,2,2,2340.67526349892,1550.7780254644128,926,2005.0567,143.8128,9664.7528,9520.94,1,29,4,0.40720262790058664,1.6422346844857394
FDH60,19.7,1,0.0,0,194.411,OUT049,1999,1,0,1,5106.686,14,0,1,0,9.868578680203045,1,1,0.07329699719383698,3,3,2348.3546346236562,1513.2894635254877,930,1966.1074,111.8544,7646.0472,7534.1928,2,16,1,1.0,1.525291768266166
FDR08,18.7,0,0.065872936,6,113.1886,OUT019,1985,2,0,0,111.1886,28,1,1,0,6.052866310160428,0,0,0.065872936,1,3,340.3297227272727,249.97944948330021,528,265.3213,33.9558,1482.0708,1448.115,2,6,3,0.8986195668309453,0.7843747530805683
FDA47,10.5,1,0.117149075,0,164.121,OUT018,2009,1,2,2,1794.331,4,2,1,0,15.630571428571429,0,0,0.117149075,3,2,1995.498739224138,1375.9328887730178,928,1655.1788,69.2432,6768.5228,6699.2796,2,32,2,1.5982793222782972,1.2876452993894967
FDS37,7.655,0,0.031994534,3,114.3492,OUT049,1999,1,0,1,1853.5872,14,0,1,0,14.937844546048334,0,0,0.031994534,1,1,2348.3546346236562,1513.2894635254877,930,1966.1074,111.8544,7646.0472,7534.1928,2,19,1,0.4455371157771612,0.8249056983590385
FDF12,8.235,0,0.08276363,0,146.5076,OUT018,2009,1,2,2,1625.8836,4,2,1,0,17.790843958712813,0,0,0.08276363,4,1,1995.498739224138,1375.9328887730178,928,1655.1788,69.2432,6768.5228,6699.2796,2,32,2,1.129154442454554,1.1494557214788883
FDP24,20.6,0,0.083004078,0,119.4756,OUT046,1997,2,0,1,1090.5804,16,1,1,0,5.79978640776699,0,0,0.083004078,4,3,2277.8442668817206,1488.405630940313,930,1945.8004999999998,101.8674,9779.9362,9678.068800000001,2,16,3,1.1324349042634343,0.9373705664219676
FDU20,19.35,1,0.021490911,6,122.1098,OUT049,1999,1,0,1,2892.2352,14,0,1,0,6.3105839793281655,0,0,0.021490911,4,3,2348.3546346236562,1513.2894635254877,930,1966.1074,111.8544,7646.0472,7534.1928,2,22,1,0.293172800641866,0.8461969157999797
FDW44,9.5,1,0.058835928,6,170.2448,OUT010,1998,2,2,0,170.4448,15,0,1,0,17.920505263157896,0,0,0.058835928,3,2,339.351661981982,271.0148547350674,555,250.3408,33.29,1775.6886,1742.3986,2,6,5,0.8026227361940674,1.179763005843793
FDY39,5.305,1,0.07871639,10,183.5608,OUT010,1998,2,2,0,551.2824,15,0,1,0,34.601470311027335,0,0,0.07871639,3,1,339.351661981982,271.0148547350674,555,250.3408,33.29,1775.6886,1742.3986,2,10,5,1.2349424292906575,1.3084275906044767
DRD37,9.8,0,0.013869809,14,47.406,OUT045,2002,2,1,1,978.726,11,0,0,0,4.83734693877551,0,0,0.013869809,0,2,2192.384797631862,1462.3996581632011,929,1834.9448,99.87,8994.958,8895.088,0,30,4,0.1984066764364765,0.3501085342116101
FDZ35,9.6,1,0.022274264,1,101.699,OUT035,2004,2,1,1,2992.771,9,0,1,0,10.593645833333333,0,0,0.022274264,1,2,2438.841866021505,1538.512533259296,930,2109.2544,113.8518,8479.6288,8365.777,2,17,4,0.30254199548717187,0.7192807736313188
FDB50,13.0,0,0.153618566,3,79.6986,OUT046,1997,2,0,1,1480.0734,16,1,1,0,6.130661538461538,0,0,0.153618566,0,0,2277.8442668817206,1488.405630940313,930,1945.8004999999998,101.8674,9779.9362,9678.068800000001,0,19,3,2.139202053246454,0.5749391276129405
FDY10,17.6,0,0.049267759,13,113.0176,OUT018,2009,1,2,2,2862.94,4,2,1,0,6.421454545454545,0,0,0.049267759,1,3,1995.498739224138,1375.9328887730178,928,1655.1788,69.2432,6768.5228,6699.2796,2,45,2,0.6892485717723741,0.7716602570462747
FDK41,14.3,0,0.12826315,5,83.4224,OUT017,2007,2,1,1,681.7792,6,2,1,0,5.8337342657342655,0,0,0.12826315,0,0,2340.67526349892,1550.7780254644128,926,2005.0567,143.8128,9664.7528,9520.94,0,21,4,1.786158206018222,0.6112991753930846
FDL24,10.3,1,0.02494708,0,172.3422,OUT045,2002,2,1,1,5690.5926,11,0,1,0,16.732252427184463,0,0,0.02494708,3,2,2192.384797631862,1462.3996581632011,929,1834.9448,99.87,8994.958,8895.088,2,16,4,0.34035609854557075,1.3521464268219454
FDZ07,15.1,1,0.157154813,6,62.2194,OUT010,1998,2,2,0,185.7582,15,0,1,0,4.120490066225166,0,0,0.157154813,0,0,339.351661981982,271.0148547350674,555,250.3408,33.29,1775.6886,1742.3986,0,6,5,2.143860567919095,0.4311682140411765
DRI03,6.03,0,0.022832115,4,176.7028,OUT017,2007,2,1,1,1416.8224,6,2,0,0,29.30394693200663,0,0,0.022832115,3,1,2340.67526349892,1550.7780254644128,926,2005.0567,143.8128,9664.7528,9520.94,2,20,4,0.30149241398665955,1.2001738965175477
FDW56,7.68,0,0.070900282,6,192.6162,OUT046,1997,2,0,1,5580.0698,16,1,1,0,25.080234375,1,0,0.070900282,3,1,2277.8442668817206,1488.405630940313,930,1945.8004999999998,101.8674,9779.9362,9678.068800000001,2,22,3,0.9672011689145275,1.334792411199691
FDR20,20.0,1,0.028180789,6,46.8744,OUT045,2002,2,1,1,905.488,11,0,1,0,2.3437200000000002,0,0,0.028180789,0,3,2192.384797631862,1462.3996581632011,929,1834.9448,99.87,8994.958,8895.088,0,22,4,0.3844341840803068,0.3248303797891289
FDC50,15.85,0,0.136497913,3,96.3094,OUT046,1997,2,0,1,2856.282,16,1,1,0,6.076302839116719,0,0,0.136497913,1,0,2277.8442668817206,1488.405630940313,930,1945.8004999999998,101.8674,9779.9362,9678.068800000001,2,19,3,1.9007898807846952,0.6947680689111946
NCX05,15.2,0,0.162462044,8,117.6492,OUT010,1998,2,2,0,347.5476,15,0,2,0,7.740078947368421,0,0,0.162462044,1,0,339.351661981982,271.0148547350674,555,250.3408,33.29,1775.6886,1742.3986,2,8,5,2.692509639327623,0.8838622048439744
FDU23,12.15,0,0.0,1,164.7184,OUT046,1997,2,0,1,3962.8416,16,1,1,0,13.557069958847736,0,1,0.07362370954198473,3,2,2277.8442668817206,1488.405630940313,930,1945.8004999999998,101.8674,9779.9362,9678.068800000001,2,17,3,1.0,1.1649945248558298
FDN45,19.35,0,0.118080437,13,222.6088,OUT035,2004,2,1,1,6040.1376,9,0,1,0,11.504330749354004,1,0,0.118080437,2,3,2438.841866021505,1538.512533259296,930,2109.2544,113.8518,8479.6288,8365.777,1,29,4,1.6519276339828608,1.5199257799560668
FDQ51,16.0,1,0.017466284,10,45.4718,OUT027,1985,1,2,3,1323.6104,28,1,1,0,2.8419875,0,0,0.017466284,0,0,3694.0385576470585,2127.7600537615554,935,3364.9532,241.6854,13086.9648,12845.2794,0,58,2,0.2740198730358511,0.32412452830042493
FDH21,10.395,0,0.031073804,12,157.5604,OUT027,1985,1,2,3,5704.5744,28,1,1,0,15.157325637325636,0,0,0.031073804,4,2,3694.0385576470585,2127.7600537615554,935,3364.9532,241.6854,13086.9648,12845.2794,2,60,2,0.41762427164768884,1.1151659234971099
DRZ11,8.85,1,0.113302223,14,125.1388,OUT017,2007,2,1,1,1114.5492,6,2,0,0,14.139977401129945,0,0,0.113302223,4,2,2340.67526349892,1550.7780254644128,926,2005.0567,143.8128,9664.7528,9520.94,2,30,4,1.6207806104824156,0.9241902257309167
NCI43,19.85,0,0.025968706,9,49.5376,OUT046,1997,2,0,1,1006.6896,16,1,2,0,2.4955969773299747,0,0,0.025968706,0,3,2277.8442668817206,1488.405630940313,930,1945.8004999999998,101.8674,9779.9362,9678.068800000001,0,25,3,0.41098927167948845,0.33305610755811094
DRF03,19.1,0,0.045400017,4,38.8138,OUT045,2002,2,1,1,690.4346,11,0,0,0,2.0321361256544503,0,0,0.045400017,0,3,2192.384797631862,1462.3996581632011,929,1834.9448,99.87,8994.958,8895.088,0,20,4,0.5994959608588771,0.26362519204366197
NCF30,17.0,0,0.126958147,9,125.8362,OUT017,2007,2,1,1,2516.724,6,2,2,0,7.402129411764706,0,0,0.126958147,4,3,2340.67526349892,1550.7780254644128,926,2005.0567,143.8128,9664.7528,9520.94,2,25,4,2.009281339212952,0.8460344256060843
FDB12,11.15,1,0.105307659,0,102.0648,OUT046,1997,2,0,1,1038.648,16,1,1,0,9.153793721973095,0,0,0.105307659,1,2,2277.8442668817206,1488.405630940313,930,1945.8004999999998,101.8674,9779.9362,9678.068800000001,2,16,3,1.4367254189350962,0.8007705287752884
FDW19,12.35,1,0.038500421,6,110.757,OUT046,1997,2,0,1,1208.427,16,1,1,0,8.968178137651822,0,0,0.038500421,1,2,2277.8442668817206,1488.405630940313,930,1945.8004999999998,101.8674,9779.9362,9678.068800000001,2,22,3,0.5252116232048474,0.7675242429621402
FDB45,20.85,0,0.02137305,6,103.3306,OUT045,2002,2,1,1,522.653,11,0,1,0,4.955904076738609,0,0,0.02137305,1,3,2192.384797631862,1462.3996581632011,929,1834.9448,99.87,8994.958,8895.088,2,22,4,0.29156497492166034,0.7160607504701619
FDY55,16.75,0,0.0,6,255.7988,OUT027,1985,1,2,3,9251.9568,28,1,1,0,15.271570149253732,1,1,0.07330458675889538,2,0,3694.0385576470585,2127.7600537615554,935,3364.9532,241.6854,13086.9648,12845.2794,1,54,2,1.0000000000000002,1.772635411943479
FDK40,7.035,0,0.0,5,263.291,OUT010,1998,2,2,0,525.982,15,0,1,0,37.42587064676617,1,1,0.07180951248765893,2,1,339.351661981982,271.0148547350674,555,250.3408,33.29,1775.6886,1742.3986,1,5,5,1.0,1.929332783382169
FDU11,4.785,0,0.09297084,1,122.0098,OUT018,2009,1,2,2,2048.6666,4,2,1,0,25.4983908045977,0,0,0.09297084,4,1,1995.498739224138,1375.9328887730178,928,1655.1788,69.2432,6768.5228,6699.2796,2,33,2,1.26278396699072,0.8629318216954197
FDP33,18.7,0,0.088839949,13,254.2672,OUT027,1985,1,2,3,10993.6896,28,1,1,0,13.597176470588236,1,0,0.088839949,2,3,3694.0385576470585,2127.7600537615554,935,3364.9532,241.6854,13086.9648,12845.2794,1,61,2,1.2428575849082268,1.7360826358942019
FDN49,17.25,1,0.209600084,2,40.348,OUT010,1998,2,2,0,39.948,15,0,1,0,2.339014492753623,0,0,0.209600084,0,3,339.351661981982,271.0148547350674,555,250.3408,33.29,1775.6886,1742.3986,0,2,5,2.418746281029212,0.2924076540627477
FDR15,9.3,1,0.033505804,10,153.4314,OUT045,2002,2,1,1,2482.1024,11,0,1,0,16.497999999999998,0,0,0.033505804,4,2,2192.384797631862,1462.3996581632011,929,1834.9448,99.87,8994.958,8895.088,2,26,4,0.5256559528085145,1.0936642083989156
FDO38,17.25,0,0.072986772,3,78.8986,OUT045,2002,2,1,1,1635.8706,11,0,1,0,4.573831884057971,0,0,0.072986772,0,3,2192.384797631862,1462.3996581632011,929,1834.9448,99.87,8994.958,8895.088,0,19,4,1.0163709803294922,0.5691679935893774
DRC24,17.85,0,0.024961677,14,153.1998,OUT017,2007,2,1,1,3383.5956,6,2,0,0,8.582621848739496,0,0,0.024961677,4,3,2340.67526349892,1550.7780254644128,926,2005.0567,143.8128,9664.7528,9520.94,2,30,4,0.3570750953997159,1.131429722387711
NCU17,5.32,0,0.092433518,8,101.6674,OUT027,1985,1,2,3,1426.1436,28,1,2,0,19.110413533834585,0,0,0.092433518,1,1,3694.0385576470585,2127.7600537615554,935,3364.9532,241.6854,13086.9648,12845.2794,2,56,2,1.5319155913855385,0.7637958636756925
FDK22,9.8,0,0.026081567,13,217.585,OUT035,2004,2,1,1,4327.7,9,0,1,0,22.202551020408162,1,0,0.026081567,2,2,2438.841866021505,1538.512533259296,930,2109.2544,113.8518,8479.6288,8365.777,1,29,4,0.36487721725551764,1.4856243366468027
DRP35,18.85,0,0.09079168,7,127.1336,OUT013,1987,0,2,1,3579.3408,26,1,0,0,6.744488063660477,0,0,0.09079168,4,3,2298.995255579399,1533.5316639442303,932,2050.664,73.238,10256.649,10183.411,2,23,0,1.2900603844683272,0.9259883560991768
NCL29,9.695,0,0.113917889,8,158.2604,OUT035,2004,2,1,1,2693.8268,9,0,2,0,16.323919546157814,0,0,0.113917889,4,2,2438.841866021505,1538.512533259296,930,2109.2544,113.8518,8479.6288,8365.777,2,24,4,1.8879795346188932,1.1889616426077638
FDG53,10.0,0,0.045928229,5,138.118,OUT049,1999,1,0,1,1957.452,14,0,1,0,13.8118,0,0,0.045928229,4,2,2348.3546346236562,1513.2894635254877,930,1966.1074,111.8544,7646.0472,7534.1928,2,21,1,0.6395841916889932,1.0120953066195897
DRM23,16.6,0,0.135620265,7,172.9422,OUT013,1987,0,2,1,2931.5174,26,1,0,0,10.418204819277108,0,0,0.135620265,3,0,2298.995255579399,1533.5316639442303,932,2050.664,73.238,10256.649,10183.411,2,23,0,1.9270304416395467,1.2596391786134828
FDR09,18.25,0,0.077709902,13,259.6962,OUT035,2004,2,1,1,5438.9202,9,0,1,0,14.229928767123287,1,0,0.077709902,2,3,2438.841866021505,1538.512533259296,930,2109.2544,113.8518,8479.6288,8365.777,1,29,4,1.0871498938295763,1.7731506990587373
NCJ30,5.82,0,0.134975628,9,170.579,OUT010,1998,2,2,0,509.337,15,0,2,0,29.309106529209622,0,0,0.134975628,3,1,339.351661981982,271.0148547350674,555,250.3408,33.29,1775.6886,1742.3986,2,9,5,2.136168627200815,1.1468536580527722
FDZ04,9.31,0,0.037955094,5,62.151,OUT046,1997,2,0,1,1201.769,16,1,1,0,6.675725026852846,0,0,0.037955094,0,2,2277.8442668817206,1488.405630940313,930,1945.8004999999998,101.8674,9779.9362,9678.068800000001,0,21,3,0.5285524533608678,0.45542749968660223
FDM10,18.25,0,0.076125668,13,214.0218,OUT045,2002,2,1,1,2564.6616,11,0,1,0,11.72722191780822,1,0,0.076125668,2,3,2192.384797631862,1462.3996581632011,929,1834.9448,99.87,8994.958,8895.088,1,29,4,1.0649866973697326,1.4612955610586884
FDR21,19.7,0,0.067039526,13,178.337,OUT049,1999,1,0,1,1411.496,14,0,1,0,9.05263959390863,0,0,0.067039526,3,3,2348.3546346236562,1513.2894635254877,930,1966.1074,111.8544,7646.0472,7534.1928,2,29,1,0.9378729312164765,1.217647297950598
DRJ49,6.865,0,0.014021626,14,127.1652,OUT045,2002,2,1,1,1291.652,11,0,0,0,18.52369992716679,0,0,0.014021626,4,1,2192.384797631862,1462.3996581632011,929,1834.9448,99.87,8994.958,8895.088,2,30,4,0.20057840831804435,0.9391558404996465
FDJ15,11.35,1,0.023358738,4,184.4608,OUT049,1999,1,0,1,4042.7376,14,0,1,0,16.252052863436123,0,0,0.023358738,3,2,2348.3546346236562,1513.2894635254877,930,1966.1074,111.8544,7646.0472,7534.1928,2,20,1,0.3084463400478631,1.252866604777876
FDO34,17.7,0,0.029933275,13,169.0816,OUT035,2004,2,1,1,5201.2296,9,0,1,0,9.552632768361583,0,0,0.029933275,3,3,2438.841866021505,1538.512533259296,930,2109.2544,113.8518,8479.6288,8365.777,2,29,4,0.4187620354767853,1.1544533852939314
NCG30,20.2,0,0.111777297,9,124.6046,OUT027,1985,1,2,3,2863.6058,28,1,2,0,6.168544554455446,0,0,0.111777297,4,3,3694.0385576470585,2127.7600537615554,935,3364.9532,241.6854,13086.9648,12845.2794,2,57,2,1.7690242203185584,0.8377540102838126
FDS60,20.85,0,0.032448523,0,177.866,OUT046,1997,2,0,1,1078.596,16,1,1,0,8.53074340527578,0,0,0.032448523,3,3,2277.8442668817206,1488.405630940313,930,1945.8004999999998,101.8674,9779.9362,9678.068800000001,2,16,3,0.4426992133687076,1.395484543850039
FDX57,17.25,1,0.047266211,13,97.0068,OUT046,1997,2,0,1,1846.9292,16,1,1,0,5.623582608695652,0,0,0.047266211,1,3,2277.8442668817206,1488.405630940313,930,1945.8004999999998,101.8674,9779.9362,9678.068800000001,2,29,3,0.6612472149350588,0.6623419027057429
FDS40,15.35,0,0.01404119,5,38.419,OUT049,1999,1,0,1,476.047,14,0,1,0,2.5028664495114006,0,0,0.01404119,0,0,2348.3546346236562,1513.2894635254877,930,1966.1074,111.8544,7646.0472,7534.1928,0,21,1,0.19553384382623537,0.28152514216118113
FDT08,13.65,0,0.04917754,6,151.805,OUT013,1987,0,2,1,2696.49,26,1,1,0,11.12124542124542,0,0,0.04917754,4,0,2298.995255579399,1533.5316639442303,932,2050.664,73.238,10256.649,10183.411,2,22,0,0.6708657967304127,1.0519788158118015
NCN29,15.2,0,0.020280476,8,49.1034,OUT010,1998,2,2,0,194.4136,15,0,2,0,3.2304868421052633,0,0,0.020280476,0,0,339.351661981982,271.0148547350674,555,250.3408,33.29,1775.6886,1742.3986,0,8,5,0.3361115973657977,0.3688987208526332
FDY27,6.38,0,0.031962866,4,178.0344,OUT045,2002,2,1,1,535.3032,11,0,1,0,27.905078369905958,0,0,0.031962866,3,1,2192.384797631862,1462.3996581632011,929,1834.9448,99.87,8994.958,8895.088,2,20,4,0.42206171562608735,1.2092181876131205
NCR29,7.565,0,0.054376275,8,56.293,OUT027,1985,1,2,3,2546.685,28,1,2,0,7.441242564441507,0,0,0.054376275,0,1,3694.0385576470585,2127.7600537615554,935,3364.9532,241.6854,13086.9648,12845.2794,0,56,2,0.9011867694353867,0.42291197132901753
FDZ02,6.905,1,0.063850971,4,97.2726,OUT010,1998,2,2,0,195.7452,15,0,1,0,14.087270094134684,0,0,0.063850971,1,1,339.351661981982,271.0148547350674,555,250.3408,33.29,1775.6886,1742.3986,2,4,5,0.8431362307951845,0.6606801667341593
FDP40,4.555,1,0.060154968,5,110.1544,OUT019,1985,2,0,0,111.8544,28,1,1,0,24.18318331503842,0,0,0.060154968,1,1,340.3297227272727,249.97944948330021,528,265.3213,33.9558,1482.0708,1448.115,2,5,3,0.8377019410950345,0.8071848075087746
FDE11,17.7,1,0.134441765,15,183.9924,OUT027,1985,1,2,3,6478.234,28,1,1,0,10.395050847457627,0,0,0.134441765,3,3,3694.0385576470585,2127.7600537615554,935,3364.9532,241.6854,13086.9648,12845.2794,2,63,2,1.8419156991671304,1.2286480407454947
DRL35,15.7,0,0.03067808,7,44.777,OUT013,1987,0,2,1,605.878,26,1,0,0,2.85203821656051,0,0,0.03067808,0,0,2298.995255579399,1533.5316639442303,932,2050.664,73.238,10256.649,10183.411,0,23,0,0.43590531290477386,0.32613707643811585
FDD56,15.2,1,0.103758647,6,177.0054,OUT035,2004,2,1,1,2976.7918,9,0,1,0,11.645092105263158,0,0,0.103758647,3,0,2438.841866021505,1538.512533259296,930,2109.2544,113.8518,8479.6288,8365.777,2,22,4,1.4154454937624907,1.2266126351852327
FDO39,6.985,1,0.136701678,10,182.1608,OUT027,1985,1,2,3,5880.3456,28,1,1,0,26.078854688618467,0,0,0.136701678,3,1,3694.0385576470585,2127.7600537615554,935,3364.9532,241.6854,13086.9648,12845.2794,2,58,2,2.144644874052649,1.2984483432551173
FDG32,19.85,0,0.308145448,6,222.0772,OUT019,1985,2,0,0,889.5088,28,1,1,0,11.187768261964735,1,0,0.308145448,2,3,340.3297227272727,249.97944948330021,528,265.3213,33.9558,1482.0708,1448.115,1,6,3,4.20363119996181,1.538951351238764
FDU50,5.75,1,0.074806196,4,112.9176,OUT027,1985,1,2,3,3435.528,28,1,1,0,19.63784347826087,0,0,0.074806196,1,1,3694.0385576470585,2127.7600537615554,935,3364.9532,241.6854,13086.9648,12845.2794,2,52,2,0.9877972589573587,0.7669417574447595
FDX24,8.355,0,0.013926425,0,93.0462,OUT035,2004,2,1,1,1110.5544,9,0,1,0,11.136588868940754,0,0,0.013926425,1,1,2438.841866021505,1538.512533259296,930,2109.2544,113.8518,8479.6288,8365.777,2,16,4,0.18999993905849902,0.730013234479774
NCN43,12.15,0,0.006754117,11,122.173,OUT013,1987,0,2,1,2586.633,26,1,2,0,10.055390946502058,0,0,0.006754117,4,2,2298.995255579399,1533.5316639442303,932,2050.664,73.238,10256.649,10183.411,2,27,0,0.10999035686003444,0.9134768173471375
FDK34,13.35,0,0.0,13,238.7564,OUT018,2009,1,2,2,1906.8512,4,2,1,0,17.884374531835206,1,1,0.0714803933119658,2,0,1995.498739224138,1375.9328887730178,928,1655.1788,69.2432,6768.5228,6699.2796,1,45,2,0.9999999999999998,1.6301781757482303
NCN41,17.0,0,0.052209303,8,122.373,OUT046,1997,2,0,1,2586.633,16,1,2,0,7.198411764705883,0,0,0.052209303,4,3,2277.8442668817206,1488.405630940313,930,1945.8004999999998,101.8674,9779.9362,9678.068800000001,2,24,3,0.865273193227069,0.9193506593616589
FDW16,17.35,1,0.041538713,5,93.1804,OUT049,1999,1,0,1,1378.206,14,0,1,0,5.370628242074928,0,0,0.041538713,1,3,2348.3546346236562,1513.2894635254877,930,1966.1074,111.8544,7646.0472,7534.1928,2,21,1,0.5784569698497644,0.6828034398770328
FDP46,15.35,0,0.13064231,13,88.383,OUT019,1985,2,0,0,89.883,28,1,1,0,5.75785016286645,0,0,0.13064231,1,0,340.3297227272727,249.97944948330021,528,265.3213,33.9558,1482.0708,1448.115,2,13,3,1.8276663564207123,0.6034604211956447
NCD07,9.1,0,0.055382616,9,115.0518,OUT013,1987,0,2,1,683.1108,26,1,2,0,12.643054945054946,0,0,0.055382616,1,2,2298.995255579399,1533.5316639442303,932,2050.664,73.238,10256.649,10183.411,2,25,0,0.8765034735864307,0.7735276774723496
